proto_i,class_i,proto_j,class_j,dist,mean_resid_i,p90_resid_i,mean_resid_j,p90_resid_j
246,28,50,5,0.30644387006759644,0.40309945387499674,0.5313930749893189,0.34164058636216554,0.4233518958091736
96,11,111,13,0.30858227610588074,0.32859115906663844,0.4656610369682312,0.34286598001535123,0.5140185743570327
111,13,96,11,0.30858227610588074,0.34286598001535123,0.5140185743570327,0.32859115906663844,0.4656610369682312
128,15,349,40,0.3142034113407135,0.3330666662918197,0.4863497018814087,0.4865619399045643,0.7359966039657593
299,34,38,4,0.3164042830467224,0.4269914492964745,0.5909166276454927,0.3929695136643745,0.563455069065094
354,41,382,44,0.31782373785972595,0.43849073896805446,0.5906282365322114,0.5510327832566367,0.8585138440132143
203,23,281,32,0.3181634843349457,0.37293649166822435,0.5018222421407701,0.33973921338717145,0.4228656589984894
281,32,203,23,0.3181634843349457,0.33973921338717145,0.4228656589984894,0.37293649166822435,0.5018222421407701
81,9,385,44,0.3187452256679535,0.2728891949290815,0.41883856058120733,0.4719327160945305,0.6182620644569397
65,7,252,29,0.3218691051006317,0.36709523241262176,0.48992741107940674,0.7394653288523356,1.0755807876586916
252,29,65,7,0.3218691051006317,0.7394653288523356,1.0755807876586916,0.36709523241262176,0.48992741107940674
193,22,372,43,0.32214653491973877,0.399690975745519,0.4954113841056825,0.34109653319631306,0.4368847906589508
372,43,193,22,0.32214653491973877,0.34109653319631306,0.4368847906589508,0.399690975745519,0.4954113841056825
87,10,84,9,0.3250993490219116,0.3033413416809506,0.4088945209980011,0.2786268527093141,0.3609110891819
148,17,90,10,0.3288189768791199,0.31835203854049127,0.5143892168998718,0.3866956329345703,0.5273522019386292
100,11,324,37,0.3311692476272583,0.4655995013053752,0.6643064022064209,0.38526908586274333,0.49377405643463135
324,37,100,11,0.3311692476272583,0.38526908586274333,0.49377405643463135,0.4655995013053752,0.6643064022064209
18,2,304,35,0.3313358426094055,0.43263215869665145,0.6026619672775269,0.3056742654819238,0.40865626931190496
304,35,18,2,0.3313358426094055,0.3056742654819238,0.40865626931190496,0.43263215869665145,0.6026619672775269
30,3,382,44,0.3314974904060364,0.2876049373732057,0.3987419664859774,0.5510327832566367,0.8585138440132143
52,6,320,37,0.33216971158981323,0.44485853612422943,0.5697451174259185,0.38413147573117856,0.4593127489089966
320,37,52,6,0.33216971158981323,0.38413147573117856,0.4593127489089966,0.44485853612422943,0.5697451174259185
59,7,81,9,0.33220797777175903,0.2882527651695105,0.3751147210597992,0.2728891949290815,0.41883856058120733
357,41,380,44,0.33264631032943726,0.5979322847865877,0.7197319269180298,0.5408391786946191,0.7145040512084961
380,44,357,41,0.33264631032943726,0.5408391786946191,0.7145040512084961,0.5979322847865877,0.7197319269180298
49,5,248,28,0.3333393335342407,0.47727484878946524,0.600374162197113,0.45689068429849367,0.6428525388240814
248,28,49,5,0.3333393335342407,0.45689068429849367,0.6428525388240814,0.47727484878946524,0.600374162197113
150,17,38,4,0.3349583148956299,0.353780597448349,0.4861665368080139,0.3929695136643745,0.563455069065094
95,11,322,37,0.3354245722293854,0.32281687995418906,0.4043435215950012,0.2605106958321163,0.33167429566383366
290,33,177,20,0.3361247479915619,0.23118844063117586,0.30788086652755736,0.3825119943530471,0.5908280849456787
309,35,18,2,0.3371022343635559,0.3725934773683548,0.45924022793769836,0.43263215869665145,0.6026619672775269
135,15,350,40,0.3379385471343994,0.6559809911996126,0.8375736474990845,0.5042738020420074,0.6900358736515045
