18.492901,16.038748,15.140346,19.328005
11.370127,10.299355,9.989206,11.341311
4.202532,3.793778,3.673484,4.330205
1.598254,1.408771,1.367263,1.625712
4.517006,3.675974,4.067156,4.739863
10.592043,9.040642,9.092279,10.275035
3.700667,3.341968,3.098419,3.858947
1.545219,1.385501,1.455952,1.613328
5.242568,4.054863,4.310732,5.391837
59.340977,44.705463,50.844654,63.108902
1.100967,0.872129,0.924811,1.102093
2.995132,2.539769,2.470457,2.994641
3.580155,3.005737,2.917171,3.496938
2.448947,2.010705,2.023489,2.516859
1.926329,1.528525,1.627191,1.917955
16.887819,13.680123,14.618111,16.813946
3.194131,2.746114,2.759201,3.300554
2.129800,1.748168,1.893604,2.228429
43.634315,39.848892,38.365803,43.150993
2.106508,1.931061,1.825410,2.137021
1.938882,1.581680,1.589021,1.890417
51.860031,47.157841,45.512135,51.469982
1.615710,1.336692,1.378788,1.668809
2.968314,2.424852,2.544996,3.061838
21.439505,18.440691,17.631851,22.487955
1.651213,1.361796,1.367882,1.619108
5.115914,4.153977,4.253444,5.476665
0.556817,0.452049,0.454874,0.536260
3.246717,2.789386,2.792130,3.171767
3.096802,2.741786,2.914594,3.246818
12.144354,10.599095,10.574222,12.682329
3.497353,2.926108,2.979985,3.596553
1.070495,0.917735,0.911308,1.100462
3.813241,3.041794,3.294846,3.850119
9.178432,7.498656,8.436346,9.886566
7.343926,6.666466,6.555541,7.434066
13.563532,11.015694,11.366942,14.053833
5.375715,4.663475,4.530950,5.429860
3.147335,2.883388,2.690985,3.278292
2.531944,2.056849,2.072632,2.338575
18.529251,15.044187,16.033949,18.392614
13.011541,10.149330,10.895085,13.944044
5.917768,4.958668,5.158004,5.965561
7.344694,6.062360,6.151938,7.441008
91.438629,68.770523,78.294594,96.496254
6.526346,5.403687,5.499557,6.570409
7.210969,6.596752,6.709642,7.482638
