0.000000,0.047500,0.940000,0.012500
0.000000,0.215000,0.785000,0.000000
0.000000,0.292500,0.682500,0.025000
0.000000,0.132500,0.865000,0.002500
0.020000,0.000000,0.975000,0.005000
0.000000,0.000000,0.997500,0.002500
0.000000,0.000000,1.000000,0.000000
0.025000,0.745000,0.105000,0.125000
0.000000,0.005000,0.987500,0.007500
0.000000,0.000000,0.995000,0.005000
0.000000,0.005000,0.942500,0.052500
0.000000,0.117500,0.867500,0.015000
0.000000,0.440000,0.427500,0.132500
0.000000,0.002500,0.982500,0.015000
0.000000,0.000000,0.897500,0.102500
0.000000,0.000000,0.817500,0.182500
0.000000,0.000000,0.980000,0.020000
0.000000,0.040000,0.922500,0.037500
0.000000,0.445000,0.552500,0.002500
0.000000,0.002500,0.997500,0.000000
0.005000,0.007500,0.097500,0.890000
0.000000,0.145000,0.855000,0.000000
0.000000,0.590000,0.262500,0.147500
0.000000,0.010000,0.982500,0.007500
0.000000,0.227500,0.742500,0.030000
0.000000,0.002500,0.495000,0.502500
0.002500,0.005000,0.990000,0.002500
0.000000,0.047500,0.332500,0.620000
0.000000,0.002500,0.992500,0.005000
0.000000,0.005000,0.820000,0.175000
0.007500,0.000000,0.950000,0.042500
0.000000,0.000000,0.985000,0.015000
0.000000,0.007500,0.835000,0.157500
0.007500,0.280000,0.320000,0.392500
0.010000,0.000000,0.962500,0.027500
0.000000,0.787500,0.147500,0.065000
0.005000,0.047500,0.880000,0.067500
0.000000,0.002500,0.997500,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.280000,0.122500,0.597500
0.000000,0.000000,0.722500,0.277500
0.000000,0.010000,0.977500,0.012500
0.000000,0.012500,0.977500,0.010000
0.000000,0.782500,0.172500,0.045000
0.002500,0.005000,0.980000,0.012500
0.000000,0.170000,0.487500,0.342500
0.000000,0.002500,0.950000,0.047500
