5.257977,5.480274,4.326374,4.935375
13.039236,13.162049,11.306776,11.491939
3.509492,3.731874,2.606211,3.152423
1.323866,1.355888,1.052164,1.268083
2.950205,2.933436,2.453346,2.663013
6.923735,6.834630,5.147636,7.093999
2.918276,3.049536,2.157423,2.874765
1.303174,1.377655,1.145183,1.173987
4.399068,4.447093,3.246789,3.907049
101.910797,109.498276,93.223656,90.367264
0.831055,0.816938,0.619610,0.732397
2.413429,2.560745,1.849119,2.176707
2.336232,2.494432,1.966362,2.202975
1.921364,1.974754,1.455053,1.648828
1.060603,1.129247,0.869995,0.940155
66.834251,63.518604,51.564102,56.083038
3.248175,3.372791,2.434978,2.944056
2.184024,2.201078,1.667453,1.947445
23.361275,24.225069,19.494535,20.919121
2.639107,2.783275,2.160449,2.417170
0.821489,0.857523,0.612177,0.708811
40.252186,41.126072,34.717594,35.904148
2.085138,2.139536,1.789211,1.986115
1.060744,1.108251,0.878721,0.952284
9.180706,9.772730,7.458797,8.587769
2.156848,2.218603,1.740817,1.883733
3.765465,3.886331,3.031500,3.316705
0.275634,0.267269,0.216798,0.240300
1.322287,1.385726,1.088406,1.203581
3.715554,3.758219,3.147503,3.378725
1.865257,1.887883,1.494309,1.752552
3.719402,3.818845,2.993747,3.468005
1.053166,1.085940,0.858729,1.002166
2.755809,2.791492,2.060630,2.392069
4.827042,4.817787,3.945371,4.409800
2.884480,3.122767,2.329140,2.663613
4.146717,4.192713,3.174195,3.486376
2.407750,2.534450,1.835458,2.222343
2.980464,3.112383,2.194626,2.712527
2.047537,2.257465,1.737704,1.957294
28.730282,27.915316,22.157957,24.196440
8.372432,8.550692,6.645169,7.431706
3.812875,3.825638,2.896823,3.464665
5.480380,5.763773,4.543276,5.212571
102.025337,109.087677,89.970406,90.916588
3.364629,3.497036,2.986076,3.152259
4.180528,4.330019,3.568949,3.920504
