0.234611,0.289241,0.237546,0.238601
0.231694,0.311081,0.220691,0.236534
0.240881,0.293350,0.236197,0.229571
0.252765,0.292415,0.221962,0.232858
0.262078,0.269376,0.239643,0.228903
0.249273,0.290973,0.236706,0.223048
0.265278,0.287045,0.233376,0.214301
0.240346,0.298136,0.219929,0.241589
0.253822,0.296444,0.243147,0.206587
0.246774,0.283073,0.232898,0.237255
0.246123,0.284939,0.248771,0.220167
0.242544,0.306252,0.242963,0.208241
0.233496,0.317130,0.234538,0.214836
0.231766,0.301134,0.241861,0.225239
0.246530,0.305404,0.241890,0.206176
0.250753,0.277918,0.251437,0.219892
0.252376,0.281116,0.245801,0.220707
0.257577,0.280364,0.244975,0.217083
0.229325,0.315413,0.221944,0.233318
0.239793,0.296265,0.234248,0.229693
0.241585,0.296803,0.250427,0.211185
0.233859,0.311294,0.222218,0.232630
0.240882,0.298831,0.252454,0.207832
0.245952,0.298219,0.245315,0.210514
0.237776,0.287937,0.237953,0.236334
0.253893,0.282482,0.251858,0.211767
0.244844,0.293144,0.249121,0.212891
0.244520,0.295826,0.250492,0.209162
0.251194,0.280385,0.237627,0.230794
0.235796,0.295553,0.236575,0.232076
0.248031,0.298553,0.239106,0.214310
0.245732,0.294931,0.242261,0.217076
0.253861,0.297880,0.245565,0.202693
0.253669,0.284205,0.252086,0.210041
0.251959,0.283967,0.244305,0.219770
0.248065,0.303057,0.219372,0.229506
0.245141,0.297500,0.236422,0.220938
0.254914,0.299828,0.231569,0.213689
0.251577,0.279604,0.239970,0.228849
0.247314,0.304256,0.241789,0.206641
0.257367,0.271861,0.250111,0.220661
0.247832,0.282909,0.235694,0.233566
0.242881,0.300262,0.232449,0.224408
0.236082,0.305742,0.244812,0.213365
0.250350,0.287821,0.232807,0.229022
0.237514,0.300942,0.241834,0.219711
0.258726,0.279462,0.241838,0.219974
